explanations
"""""""Introduction: XUSP is an algorithm that is designed to automatically determine the amount of story points for a given user story. A user story is a description of a feature that must be developed for a specific end-user ofa product, who wants the feature because it creates certain value.An example of a user story is: """"As a new user, I would like to have a contact form, so that I can contact customer service for help with product setup."""" The prediction of the story point value is made using a specific process called xDNN, which classifies items based on the similarity between it and already learned items.  XUSP could not provide an answer as the amount of similarity between """"Jsonstringtoobject transformer used for gemfire json sink should accept a map should be renamed as well. org.springframework.integration.transformer.messagetransformationexception: nested exception is org.springframework.messaging.messagehandlingexception: nested exception is org.springframework.expression.spel.spelevaluationexception: el1004e:(pos 8): method call: method toobject(java.util.linkedhashmap) cannot be found on org.springframework.integration.x.gemfire.jsonstringtoobjecttransformer type org.springframework.integration.transformer.messagetransforminghandler.handlerequestmessage(messagetransforminghandler.java:74) ~[spring-integration-core-4.1.5.release.jar:na] org.springframework.integration.handler.abstractreplyproducingmessagehandler.handlemessageinternal(abstractreplyproducingmessagehandler.java:99) ~[spring-integration-core-4.1.5.release.jar:na] org.springframework.integration.handler.abstractmessagehandler.handlemessage(abstractmessagehandler.java:78) ~[spring-integration-core-4.1.5.release.jar:na] (...) with 1.2 release when trying to persist a json payload using the gemfire-json-server sink.. it works great on 1.1.release and 1.2 build snapshot 2015-04-23.001857 the demo repository is open so i can definitely share it with your developers but wondered if we changed something recently on that sink that could cause an issue."""" and """"Improve type handling for jdbc sink the jdbc sink is currently limited to handling the entire payload as a string and converting a single json object to row data. we should improve that and support the following input types: - linkedcaseinsensitivemap (single row) - list<linkedcaseinsensitivemap> (multiple rows as a batch insert) - json string {""""id"""":74488""""name"""":""""foo""""""""year"""":""""2014""""} (single row) - json array [{""""id"""":74488""""name"""":""""foo""""""""year"""":""""2014""""}{""""id"""":74489""""name"""":""""bar""""""""year"""":""""2014""""}] (multiple rows as a batch insert) - none of the above use payload.tostring() the above matches what the new jdbc source puts out (depending on outputtype used)"""" does not exceed the minimum threshold of 75%."""
"""""""Introduction: XUSP is an algorithm that is designed to automatically determine the amount of story points for a given user story. A user story is a description of a feature that must be developed for a specific end-user ofa product, who wants the feature because it creates certain value.An example of a user story is: """"As a new user, I would like to have a contact form, so that I can contact customer service for help with product setup."""" The prediction of the story point value is made using a specific process called xDNN, which classifies items based on the similarity between it and already learned items. Prediction: """"Document mqtt source and sink"""" is a not user story because it is most similar to: """"Make xd-ec2 bootiful"""" and similar to """"Remove timestamp task from scsm"""" and similar to """"Update to spring batch 3.0.1 snapshots"""" (which are not user stories)."""
"""""""Introduction: XUSP is an algorithm that is designed to automatically determine the amount of story points for a given user story. A user story is a description of a feature that must be developed for a specific end-user ofa product, who wants the feature because it creates certain value.An example of a user story is: """"As a new user, I would like to have a contact form, so that I can contact customer service for help with product setup."""" The prediction of the story point value is made using a specific process called xDNN, which classifies items based on the similarity between it and already learned items. Prediction: Investigate swagger to generate rest api documents"""" is a user story, and is worth 8 story points because it is most similar to: As a user i'd like to have a flexible rxjava module so that it can as a processor. and similar to """"As a developer i'd like to split up spring-xd dependencies to more fine-grained so i can get the ones """"below the line"""" down to spring-bus-* instead of spring-xd-* bundle."""" and similar to """"As a developer i'd like to move 'serialization codec' from spring xd repo into spring-bus so i can update spring xd to inherit the features/functionalities via maven dependency."""" (which are all user stories with a worth of 8 story points)."""
"""""""Introduction: XUSP is an algorithm that is designed to automatically determine the amount of story points for a given user story. A user story is a description of a feature that must be developed for a specific end-user ofa product, who wants the feature because it creates certain value.An example of a user story is: """"As a new user, I would like to have a contact form, so that I can contact customer service for help with product setup."""" The prediction of the story point value is made using a specific process called xDNN, which classifies items based on the similarity between it and already learned items. Prediction: Command to create a tap to store it's definition and optionally deploy with --autostart flag"""" is a user story, and is worth 5 story points because it is most similar to: As a developer i want to have a {{binderfactory}} abstraction so that i can support multiple binder types in the future. and similar to """"As a developer i'd like to revisit the existing design and identify known limitations and/or the gaps."""" and similar to """"As a user i'd like to parameterize codegen options so i can generate code on the fly as needed."""" (which are all user stories with a worth of 5 story points)."""
"""""""Introduction: XUSP is an algorithm that is designed to automatically determine the amount of story points for a given user story. A user story is a description of a feature that must be developed for a specific end-user ofa product, who wants the feature because it creates certain value.An example of a user story is: """"As a new user, I would like to have a contact form, so that I can contact customer service for help with product setup."""" The prediction of the story point value is made using a specific process called xDNN, which classifies items based on the similarity between it and already learned items. Prediction: """"As a s-c-d developer i'd like to add support to deploy yarn app into hdfs automatically so i can have the {{xd-admin}} orchestrate overall deployment by leveraging the manifest to deploy where and with what assets."""" is a not user story because it is most similar to: """"Rest api for dsl completion should allow extension the rest api for dsl completion currently returns a list<string>. this prevents future backwards compatible extension. should change to list<completion> where completion has e.g. a """"text"""" property."""" and similar to """"Remove xdcontainer and rename launcherapplication post-boot refactoring. xdcontainer lifecycle methods are not being used. refactor by merging relevant functionality into launcherapplication. rename launcherapplication to containerserverapplication (consistent with adminserverapplication)."""" and similar to """"Spring xd supported active/standby mode? xd spring deployment capabilities are supported by the active/standby? example: module.log.criteria=groups.contains('group1') above example is random selection?"""" (which are not user stories)."""
"""""""Introduction: XUSP is an algorithm that is designed to automatically determine the amount of story points for a given user story. A user story is a description of a feature that must be developed for a specific end-user ofa product, who wants the feature because it creates certain value.An example of a user story is: """"As a new user, I would like to have a contact form, so that I can contact customer service for help with product setup."""" The prediction of the story point value is made using a specific process called xDNN, which classifies items based on the similarity between it and already learned items. Prediction: """"Update documentation section """"running in distributed mode"""" to show use of rabbitmq in addition to redis the documentation in the running in distributed mode chapter should discuss that the distributed runtime can use essentially any middleware to communicate between nodes. this functionality is provided by the core channelregistry abstraction. a new intro paragraph shoul convey that it isn't a 'redis' only or 'rabbitmq' only system. there should be """"installing rabbitmq"""" and """"starting rabbitmq"""" sections to match those for redis. """"starting spring xd in distributed mode"""" should cover how to configure the system to select to use redis or rabbit."""" is a not user story because it is most similar to: """"Retrieve information for an aggregate counter todo as part of this (see xd-537): * get rid of so-called service layer in analytics project (doesn't do much right now and logic would better live in the 'handler' imo) * have rest controllers depend on xrepository in all cases"""" and similar to """"Automate execution of gradle pushgenerateddocs should be part of the daily build. one """"easy"""" way to do it would be to use the """"hardcoded"""" authentication scheme as described here (bamboo should mask a property whose name contains password) we may want to create a dedicated github user though"""" and similar to """"Retrieve information for a field value counter todo as part of this (see xd-537): * get rid of so-called service layer in analytics project (doesn't do much right now and logic would better live in the 'handler' imo) * have rest controllers depend on xrepository in all cases"""" (which are not user stories)."""
"""""""Introduction: XUSP is an algorithm that is designed to automatically determine the amount of story points for a given user story. A user story is a description of a feature that must be developed for a specific end-user ofa product, who wants the feature because it creates certain value.An example of a user story is: """"As a new user, I would like to have a contact form, so that I can contact customer service for help with product setup."""" The prediction of the story point value is made using a specific process called xDNN, which classifies items based on the similarity between it and already learned items. Prediction: """"Provide a conventional way to extend xd container configuration provide an easy way for users to add beans (e.g. gemfire cache configuration) or modify default xd configuration such as serializers and message converters. a simple approach is to add a well known resource selector such as classpath*:meta-inf/spring/xd/extensions or include this path in an extensible @configuration base class. in addition we should adopt conventional names for beans that are meant to be extended e.g. use an xd. prefix."""" is a not user story because it is most similar to: """"Vary consumers size (ecb-4) using a single producer message size of 1000 bytes pretch of 100. send 1m messages and increase or decrease so that a given test iteration takes about 2 minutes. vary the number of consumers. measure the msg/sec rate and calculate the data transfer rate in mb/sec. *number of consumers:* * 1 * 2 * 4 * 6 * 10 * 50 during the measurements look at the rabbitmq admin ui and see if the queue is backing up."""" and similar to """"Vary consumers size (db-4) using a single producer message size of 1000 bytes pretch of 100. send 1m messages and increase or decrease so that a given test iteration takes about 2 minutes. vary the number of consumers. measure the msg/sec rate and calculate the data transfer rate in mb/sec. *number of consumers:* * 1 * 2 * 4 * 6 * 10 * 50 during the measurements look at the rabbitmq admin ui and see if the queue is backing up."""" and similar to """"Fix mapreduce job submission on cloudera cdh5 submitting jobs that submit yarn mr tasks on cloudera 5.3.0 - job fails when submitting the yarn app java.lang.noclassdeffounderror: com/google/common/io/limitinputstream - this is from guava and that class was removed starting with v. 15.0 - i can get around this by including guava-14.0.1.jar in lib/cdh5 (not sure if this breaks something else)"""" (which are not user stories)."""
"""""""Introduction: XUSP is an algorithm that is designed to automatically determine the amount of story points for a given user story. A user story is a description of a feature that must be developed for a specific end-user ofa product, who wants the feature because it creates certain value.An example of a user story is: """"As a new user, I would like to have a contact form, so that I can contact customer service for help with product setup."""" The prediction of the story point value is made using a specific process called xDNN, which classifies items based on the similarity between it and already learned items. Prediction: Running job with time delay (non cron) launches 2 instances before job is supposed to fire"""" is a user story, and is worth 3 story points because it is most similar to: As a module author i would like to apply rxjava processor module with spring cloud stream. and similar to """"As a developer i'd like to add load receiving _sink_ module so that i can measure received throughput"""" and similar to """"As a s-c-d developer i'd like to move the external library to its own project so we have a clear separation of functionalities in s-c-d repo."""" (which are all user stories with a worth of 3 story points)."""
"""""""Introduction: XUSP is an algorithm that is designed to automatically determine the amount of story points for a given user story. A user story is a description of a feature that must be developed for a specific end-user ofa product, who wants the feature because it creates certain value.An example of a user story is: """"As a new user, I would like to have a contact form, so that I can contact customer service for help with product setup."""" The prediction of the story point value is made using a specific process called xDNN, which classifies items based on the similarity between it and already learned items. Prediction: Remove external config properties for modules there are some modules that use external config properties (kafka producer/consumer hadoop properties etc.). we need to avoid using such properties and have them configured inside module so that module and its properties are self contained."""" is a user story, and is worth 8 story points because it is most similar to: As a user i'd like to have the ability to configure acls so that i can restrict access to resources accessed via admin ui. *examples:* * who can create streams? * who can destroy the streams? * who can view the streams? ??(defaults to all)?? and similar to """"As a developer i'd like to move 'input/output type conversion' from spring xd repo into spring-bus so i can update spring xd to inherit the features/functionalities via maven dependency."""" and similar to """"As a user i'd like to use boot-based {{modulerunner}} for use in container-managed environments so i can run xd without _xd-containers_. scope: * complete the remaining deployment properties work"""" (which are all user stories with a worth of 8 story points)."""
"""""""Introduction: XUSP is an algorithm that is designed to automatically determine the amount of story points for a given user story. A user story is a description of a feature that must be developed for a specific end-user ofa product, who wants the feature because it creates certain value.An example of a user story is: """"As a new user, I would like to have a contact form, so that I can contact customer service for help with product setup."""" The prediction of the story point value is made using a specific process called xDNN, which classifies items based on the similarity between it and already learned items. Prediction: """"Change banner of shell to say only 'xd'"""" is a not user story because it is most similar to: """"Command to show the xml of the job definition"""" and similar to """"Provide dsl completion after a """"some:channel >"""" prefix"""" and similar to """"Message bus optimizations (kafka + redis)"""" (which are not user stories)."""
