As a developer Id want to document the limitations of HSQL DB when using composed jobs,1
As a user I would like to have an option to write data into Hive sink so that I can query and manage large datasets in distributed storage,5
As a stream definer when defining a stream ending with a file sink I would like to have more flexibility for naming the file Add an alternative --nameExpression option allowing complete control over the finename-generator-expression attribute See httpstackoverflowcomquestions28466477issue-with-file-sink-and-filename-expression2846706928467069,1
As a developer Id like to upgrade to SI 422GA release so I can leverage the latest improvements,1
As a s-c-d user Id like to create a new banner so I can embed and display the banner when the shell server boots-up Perhaps use this banner generatorhttppatorjkcomsoftwaretaagpdisplayfStandardtSpring20Cloud0AData20Flow20203E3E3E3E3E20,1
As a user Id like to use Boot-based ModuleRunner for use in container-managed environments so I can run XD without xd-containers Scope,5
As a developer Id like to update all the module docs to also include shortDescription so that its available for users to learn more about the module,2
As a user Id like to add the Hadoop namenode specifics in a config file so that I dont have to incur the hassle of pointing to the namenode location every time I open a new DSL session but it is automatically configured,3
As a user Id like to use SFTP source module so I can create streaming pipeline with it However I cannot see SFTP as OOTB module listed on module list and as well as the module bits are not available in maven repohttprepospringiolibs-snapshotorgspringframeworkcloudstreammodule,1
As a developer Id like to study the taxi trips based on a stream of trip reports from New York City so that I can evaluate event-based systems in the context of real-time analytics using Spring XD Challenge Detailshttpwwwdebs2015orgcall-grand-challengehtml,8
As a developer Id like to have the option of CoAP source module so I can consume data using bandwidth efficient protocol that fits in constrained embedded environment,3
As a Spring XD developer Id like to move tcp-client module from XD to s-c-s repo so I can use it as source to build streaming pipeline,2
As a user Id like to have API and Documentation links in the Abouthttpsgithubcomspring-projectsspring-xdblobmasterspring-xd-uiappscriptssharedviewsabouthtml section within admin-ui It would be ideal to have the version dynamically replaced for every release,1
As a Spring XD user Id like to create streaming pipelines so I can take advantage of latest specs from both XD and SparkSpark Streaming,3
As a developer Id like to replace all Jobs references with Tasks,2
As a user Id like to have the option of reliable HDFS writes for stream pipelines so I can get acknowledgement of actual HDFS commits as opposed to just from the message bus,5
As a user Id like to use the GF source along with native GF authentication enabled so I can consume data from GF in a secured way Id like to refer to documentation on where the GF specific native and security properties needs configured See this SC posthttpsgopivotal-comsocialcastcommessages24377202 for more details,1
As a developer Id like to update to Spring Hadoop 220 GA release so I can leverage the latest improvements,1
As a CF user Id like to have the ability to override the YARN config location so that I can change where the custom module uber-jar can be stored and retrieved,3
As a s-c-d developer Id like to collaborate with Boot engineering team and derive a strategy for module metadata via ConfigurationProperties so I can implement the functionality to support shell autocompletion flo and ascii documentation in spring-cloud-data Erics gap analysishttpsdocsgooglecomdocumentd1A-9RpgSNL6SXD61q9eW2YRkrkn3tXk09rdkx7eCKlxYedit document captures all the specifics in detail,8
As a PM Id like to have test coverage for both Kafka source and sink modules so that we can assert its functionality as part of the CI builds,8
As a QA Id like to include acceptance test coverage for router sink module so that I can validate the functionality as part of every CI build,3
As a Flo user Id like to have timeout and pollInterval as global options at the DSL level so I can override the defaults at will,1
As a developer Id like override the partition function within my source or processor module so I can send the data to a specific partition,5
As a developer Id like to handle the non-default ConfigurableConversionService tuples in an uniform manner so theyre not reset after deserialization,5
As a user Id like to have Spring Core upgraded to 411 milestone so that I can benefit from performance improvements associated with compiled SpEL and other enhancements,3
As a s-c-s developer Id like to setup CI builds for s-c-s builds so I can incrementally build and test code commits automatically,3
As a user Im trying to setup HA cluster using Ambari installed Spring XD however Im running into issues with the overrides More details herehttpsgithubcomspring-projectsspring-xd-ambariissues6,5
As a QA Id like to include acceptance test coverage for reactor-syslog source module so that I can validate the functionality as part of every CI build,3
As a developer Id like to create a end-to-end Kafka use-case so I can study demonstrate and verify kafka xd play thats built for scale and performance,3
As a s-c-s developer Id like to setup CI infrastructure for spring-cloud-stream-modules s-c-s-m repo so I can build the project continuously on every commits,3
As a user Id like to have the option to store the custom module uber-jar in HDFS so that I can rely on the HA feature to reliably read and reinstall under failure scenarios,3
As a QA Id like to include acceptance test coverage for aggregator processor module so that I can validate the functionality as part of every CI build,3
As a user Id like to have the option to version the custom modules so I can evolve the custom module fragments in increments and be able to roll-out upgrades seamlessly,5
As a developer Id like to upgrade to 060 release of Lattice so I can demonstrate data flow on the latest Lattice improvements,5
As a developer Id like to port field-value-counter module from XD to s-c-s repo so I can use it as sink module to build streaming pipeline,2
As a developer Id like to port gauge module from XD to s-c-s repo so I can use it as sink module to build streaming pipeline,2
As a Spring XD developer Id like to move mongo module from XD to s-c-s-m repo so I can use it as source to build streaming pipeline,2
As a developer Id like to build Spark Streaming as data processors in XD so that we can demonstrate some of the capabilities Implement using Java Java Lambdas Scala,8
As a XD developer Id like to upgrade to SI 42 Spring 421 and AMQP 15 dependencies so I can take advantage of the latest improvements,3
As a s-c-s developer Id like to adapt redis counter from XD to s-c-s so I can build streaming pipes using s-c-s modules with simple counters to feed dashboards,3
As a developer Id like to add undeployed status for Lattice SPI so I can represent the correct status instead of the current unknown state,3
As a user Id like to have the option to specify system properties that will be passed in to the Sqoop job which runs in its own Java process This is needed for defining memory usage and also for defining some options for various connector implementations,5
As a user Id like to have the flexibility to configure DB creds so that I can use a DB of choice for batch job repository metadata persistence The scope of this task is to have the configuration specifics documented in the wiki,2
As a user Id like to have the option to write into File Roll sink so that I can store events on the local file system,8
As a s-c-s developer Id like to move spring-cloud-stream-modules from s-c-s to s-c repo so I can cleanup s-c-s project and at the same time make these modules visible outside of s-c-s,3
As a user Id like to have the option to read the file line by line so I get the optional OOTB optimum file reading experience,8
As a user Id like to refer to the documentation so that I can connect to Sqoop as recommended and create job definition based on the exposed metadata options,1
As a developer Id like to upgrade to 221 GA release so I can leverage the latest improvements without breaking backwards compatibility SHDP 230 uses Boot 13 and HDP and CDH versions that drop older Hive support To avoid breaking changes we should instead use SHDP 221 that has backported any improvements that we need as well as move Spring and Hadoop versions to more recent ones,1
As a user Im trying to use counter sink with SpEL expression but Im not able to use them in combination It throwshttpsgithubcomspring-cloudspring-cloud-stream-modulesblobmastercounter-sinksrcmainjavaorgspringframeworkcloudstreammodulemetricsCounterSinkPropertiesjavaL77 exactly one of name and nameExpression must be set as error message,1
As a user Id like to have the option to enable HTTPS so that I can access XDs Admin server endpointshttpsgithubcomspring-projectsspring-xdwikiREST-APIxd-resources over secured communication Technical Implementation This functionality is available in Spring Boot 120 M1 and has been backported into the 11x branch to be released under Spring 117 We can test against 117 SNAPSHOT Working through the way to update the build file to pick up a new version of boot is a bit tricky,1
As a Spring XD user Id like to have IPython Notebook integration so I can perform interactive data computations in real-time,8
As a user I would like to connect the Sqoop batch job to Teradata for import jobs I have tried the Teradata JDBC driver directly using codejob create tdTest --definition sqoop --commandimport --args--table FrequentFlyers --connect jdbcteradatatdexpressDATABASEtransportation --driver comteradatajdbcTeraDriver --username dbc --password dbc --target-dirxdteradata --num-mappers 1 code but that results in an NPE The only way so far is to use the Hortonworks Connector for Teradata - httppublic-repo-1hortonworkscomHDPtools2242hdp-connector-for-teradata-1342242-2-distrotargz That one allows me to use the following codejob create tdTest --definition sqoop --commandimport --args--table FrequentFlyers --connect jdbcteradatatdexpressDATABASEtransportation --connection-manager orgapachesqoopteradataTeradataConnManager --username dbc --password dbc --target-dirxdteradata --num-mappers 1 code,3
